Gene Symbol,Report Type,Report PMID,Primary Disorder(s),Associated Disorder(s)
TEK,Primary,31981491,ASD,
TEK,Support,34615535,ASD,
TEK,Support,35190550,ASD,
TERB2,Primary,20531469,ASD,
TERF2,Primary,25363768,ASD,
TERF2,Support,25961944,,
TERF2,Recent Recommendation,26401017,ASD,
TERF2,Support,34582790,DD,
TERF2,Support,35982159,ASD,
TERF2,Support,36881370,ASD,
TERF2,Support,37506195,ASD,
TERF2,Recent Recommendation,37758944,,
TERT,Support,25363760,ASD,
TERT,Primary,26696493,ASD,
TERT,Support,35982159,ASD,
TET2,Primary,25363768,ASD,
TET2,Support,25961944,ASD,
TET2,Support,27525107,ASD,
TET2,Support,28867142,ASD,
TET2,Support,35901164,TS,
TET2,Support,35982159,ASD,
TET2,Support,37402169,ASD,
TET3,Support,30167849,ID,
TET3,Primary,31928709,"DD, ID",ASD or autistic features
TET3,Support,34719681,"DD, ID","ASD or autistic features, epilepsy/seizures"
TET3,Support,35205252,ASD,
TET3,Support,35982159,ASD,
TET3,Support,37506195,ASD,
TET3,Support,37788244,Stereotypy,
TFB2M,Primary,30414672,ASD,"DD, ID"
TFE3,Primary,30595499,"DD, ID, epilepsy/seizures",Stereotypy
TFE3,Support,31833172,"ASD, DD, ID",Epilepsy/seizures
TFE3,Support,31981491,ASD,
TFE3,Recent Recommendation,32409512,"DD, ID","ASD or autistic behavior, stereotypy, epilepsy/sei"
TFE3,Support,35982159,ASD,
TGM1,Support,25363760,ASD,
TGM1,Support,35982159,ASD,
TGM1,Primary,37506195,ASD,
TGM3,Highly Cited,11980702,,
TGM3,Recent Recommendation,19651786,,
TGM3,Recent Recommendation,20717650,,
TGM3,Primary,21572417,ASD,
TGM3,Support,31398340,ASD,
TGM3,Support,35205252,ASD,
TGM3,Support,35982159,ASD,
TGM3,Support,37506195,ASD,
TGM3,Highly Cited,8626812,,
TH,Negative Association,11857571,ASD,
TH,Highly Cited,14216443,,
TH,Recent Recommendation,16854387,,
TH,Support,18976638,,
TH,Support,22120178,,
TH,Support,22714803,,
TH,Support,25170769,,
TH,Support,25363768,ASD,
TH,Support,25584146,,
TH,Support,26002543,,
TH,Support,26218250,,
TH,Support,26579216,,
TH,Support,28831199,ASD,
TH,Support,29449373,,
TH,Support,29481896,,
TH,Support,33431980,ASD,
TH,Support,35982159,ASD,
TH,Support,37041529,"Autosomal recessive Segawa syndrome, ASD, DD",
TH,Highly Cited,6152036,,
TH,Primary,7786965,,
TH,Negative Association,8098541,ASD,
THAP8,Primary,25549968,ASD,
THAP8,Support,35982159,ASD,
THBS1,Primary,25304225,ASD,
THBS1,Support,28714951,ASD,
THBS1,Support,30504930,ASD,
THBS1,Support,31452935,ASD,
THBS1,Support,35982159,ASD,
THRA,Primary,20580649,,
THRA,Support,25621899,ASD,
THRA,Support,28856816,ASD,
THRA,Support,31398340,ASD,
THRA,Support,31452935,ASD,
TLE3,Primary,25363768,ASD,
TLE3,Support,35982159,ASD,
TLE3,Support,36320054,ASD,
TLE3,Recent Recommendation,36368308,ASD,
TLE3,Support,37506195,ASD,
TLK2,Highly Cited,11470414,,
TLK2,Primary,21572417,ASD,
TLK2,Recent Recommendation,21647934,,
TLK2,Support,25363760,ASD,
TLK2,Support,25363768,ASD,
TLK2,Support,25533962,Unknown diagnosis,
TLK2,Recent Recommendation,27479843,ID,
TLK2,Support,28991257,Congenital heart disease (CHD),Neurodevelopmental disorders (NDD)
TLK2,Support,29346770,ASD,
TLK2,Recent Recommendation,29861108,"DD, behavioral problems",ASD
TLK2,Support,30842647,Microcephaly,"DD, behavioral abnormality"
TLK2,Support,30923172,Learning difficulties,
TLK2,Support,31406558,ASD,
TLK2,Support,31558842,"DD, West syndrome","Behavioral abnormalities, microcephaly"
TLK2,Support,31981491,ASD,
TLK2,Support,33323470,"Autosomal dominant mental retardation-57 (MRD57), ","ASD, ADHD"
TLK2,Support,33619735,DD,
TLK2,Support,35322241,ID,
TLK2,Support,35982159,ASD,
TLK2,Support,36980980,"DD, ID",
TLK2,Support,37463579,"DD, ID, epilepsy/seizures",
TLK2,Support,38113761,ASD,
TM4SF19,Primary,22542183,ASD,
TM4SF19,Support,25961944,ASD,
TM4SF19,Recent Recommendation,28831199,,
TM4SF19,Support,37506195,ASD,
TM4SF20,Primary,23810381,DD,"ASD, epilepsy"
TM4SF20,Support,35813072,ASD,ADHD
TM4SF20,Support,35982159,ASD,
TM4SF20,Support,37506195,ASD,
TM9SF4,Primary,25363760,ASD,
TM9SF4,Recent recommendation,31981491,ASD,
TM9SF4,Support,35982159,ASD,
TM9SF4,Support,37506195,ASD,
TM9SF4,Support,38076678,"ASD, BPD",ID
TMEM132D,Support,20368705,Panic disorder,
TMEM132D,Support,22948381,Panic disorder,
TMEM132D,Primary,34312540,ASD,
TMEM132D,Support,35982159,ASD,
TMEM134,Primary,32778826,ASD,
TMEM134,Support,35205252,ASD,
TMEM134,Support,37506195,ASD,
TMEM231,Primary,23012439,Joubert syndrome-20,DD
TMEM231,Support,25558065,Meckel-Gruber syndrome,
TMEM231,Support,35982159,ASD,
TMEM231,Support,36320054,ASD,
TMEM231,Support,37506195,ASD,
TMEM39B,Primary,25363760,ASD,
TMEM39B,Support,25363768,ASD,
TMEM39B,Recent Recommendation,31332282,ASD,
TMEM39B,Recent Recommendation,31398340,ASD,
TMEM39B,Support,37280359,ASD,
TMLHE,Primary,21865298,ASD,
TMLHE,Support,22566635,ASD,
TMLHE,Recent Recommendation,23092983,ASD,ID
TMLHE,Support,23352160,ASD,
TMLHE,Recent Recommendation,25943046,ASD,Developmental regression
TMLHE,Support,35741772,ASD,
TMLHE,Support,36973392,ASD,
TMLHE,Support,37007974,ASD,
TMLHE,Support,37543562,ASD,"DD, ID"
TMLHE,Negative Association,37553674,ASD,
TNIP2,Primary,22016809,ASD,MR
TNIP2,Support,35982159,ASD,
TNN,Support,25533962,Unknown diagnosis,
TNN,Primary,25549968,ASD,
TNN,Support,26539891,ID,Microcephaly
TNN,Support,31398340,ASD,
TNN,Support,35205252,ASD,
TNN,Support,35982159,ASD,
TNPO2,Support,31452935,ASD,
TNPO2,Support,31981491,ASD,
TNPO2,Primary,34314705,"DD, ID","ASD or autistic features, epilepsy/seizures"
TNPO2,Support,35982159,ASD,
TNPO3,Support,23543484,Autosomal dominant limb-girdle muscular dystrophy-,
TNPO3,Support,23667635,Autosomal dominant limb-girdle muscular dystrophy-,
TNPO3,Support,25363760,ASD,
TNPO3,Support,25363768,ASD,
TNPO3,Support,31674007,ASD,
TNPO3,Primary,35982159,ASD,
TNPO3,Support,37393044,ASD,
TNPO3,Support,37506195,ASD,
TNRC6B,Primary,25284784,ASD,
TNRC6B,Recent Recommendation,25363768,ASD,
TNRC6B,Recent Recommendation,26401017,ASD,
TNRC6B,Support,26402605,ASD,
TNRC6B,Support,27479843,ID,
TNRC6B,Support,28191889,ASD,
TNRC6B,Support,30504930,ASD,
TNRC6B,Support,30564305,ASD,
TNRC6B,Recent Recommendation,32152250,"DD, ID","ASD, ADHD"
TNRC6B,Support,33004838,"ASD, DD",
TNRC6B,Support,33431980,ASD,
TNRC6B,Support,34582790,DD,Epilepsy/seizures
TNRC6B,Support,34615535,ASD,
TNRC6B,Support,35205252,ASD,
TNRC6B,Support,35365804,MDD,
TNRC6B,Support,35982159,ASD,
TNRC6B,Support,37007974,ASD,
TNRC6B,Support,38300321,Developmental language disorder,
TNRC6B,Support,38404251,Global developmental delay with speech and behavio,"ADHD, ID"
TNRC6C,Primary,25363768,ASD,
TNRC6C,Support,28263302,ASD,
TNRC6C,Support,28965761,ASD,
TNRC6C,Recent Recommendation,35051175,ASD,
TNRC6C,Support,35205252,ASD,
TNRC6C,Support,35982159,ASD,
TNS2,Primary,32778826,ASD,
TNS2,Support,35982159,ASD,
TNS2,Support,37393044,ASD,
TNS2,Support,37506195,ASD,
TOMM20,Primary,23116158,ASD,
TOP1,Recent Recommendation,22190039,,
TOP1,Support,22495311,ASD,
TOP1,Primary,23995680,ASD,
TOP1,Recent Recommendation,25404338,,
TOP1,Recent Recommendation,27231886,,
TOP1,Support,27667684,ASD,
TOP1,Support,30504930,ASD,
TOP2B,Support,23995680,,
TOP2B,Support,28343847,"DD, ID",Autistic features
TOP2B,Support,31953910,"ASD, DD, ID, epilepsy/seizures",
TOP2B,Primary,35982159,ASD,
TOP2B,Support,36450898,"ASD, DD",
TOP2B,Support,37543562,ASD,"DD, ID"
TOP2B,Support,38096051,,
TOP3B,Support,22542183,ASD,
TOP3B,Primary,23912945,,
TOP3B,Recent Recommendation,23912948,"SCZ, ID",
TOP3B,Support,27880953,ASD,
TOP3B,Recent Recommendation,28039324,,
TOP3B,Recent Recommendation,29892012,,
TOP3B,Support,35982159,ASD,
TP53BP1,Support,25363760,ASD,
TP53BP1,Support,31981491,ASD,
TP53BP1,Primary,34312540,ASD,
TP53BP1,Support,37506195,ASD,
TPH2,Highly Cited,15247473,,
TPH2,Highly Cited,15629698,UP,
TPH2,Primary,15768392,ASD,
TPH2,Negative Association,16581035,ASD,"OCD, Affective disorders"
TPH2,Recent Recommendation,16801378,,
TPH2,Recent Recommendation,16847459,,
TPH2,Recent Recommendation,16864580,,
TPH2,Negative Association,17346350,ASD,
TPH2,Negative Association,22361444,ASD,
TPH2,Positive Association,22698779,ASD,
TPH2,Positive Association,23628433,ASD,
TPH2,Support,27667684,ASD,
TPH2,Support,31220273,ASD,
TPH2,Support,33679889,ASD,"DD, ID"
TPH2,Support,34582790,"DD, ID",
TPO,Primary,22681640,ASD,
TRAF7,Primary,22495311,ASD,
TRAF7,Support,25961944,ASD,
TRAF7,Recent Recommendation,29961569,DD,"Epilepsy/seizures, ASD"
TRAF7,Support,31036916,DD,
TRAF7,Support,31981491,ASD,
TRAF7,Recent Recommendation,32376980,"Cardiac, facial, and digital anomalies with develo",ASD
TRAF7,Support,33004838,"ASD, DD",
TRAF7,Support,35982159,ASD,
TRAF7,Support,36881370,ASD,
TRAF7,Support,36980980,"DD, ID",
TRAPPC2L,Support,30120216,Early-onset progressive encephalopathy with episod,
TRAPPC2L,Primary,32778826,ASD,
TRAPPC2L,Support,32843486,Early-onset progressive encephalopathy with episod,
TRAPPC2L,Support,35982159,ASD,
TRAPPC6B,Support,28397838,ID,
TRAPPC6B,Primary,28626029,"DD, epilepsy/seizures","Autistic features (poor social interaction, motor "
TRAPPC6B,Support,31130284,"DD, microcephaly",ASD
TRAPPC6B,Support,31231135,Microcephaly,
TRAPPC6B,Support,32382396,"DD, ID",
TRAPPC6B,Support,35887114,"DD, ID",
TRAPPC6B,Support,35982159,ASD,
TRAPPC6B,Support,37506195,ASD,
TRAPPC6B,Support,37713627,"DD, ID","ASD, epilepsy/seizures, stereotypy"
TRAPPC9,Support,20004763,Autosomal recessive mental retardation 13 (MRT13),"ID, microcephaly"
TRAPPC9,Support,20004764,Autosomal recessive mental retardation 13 (MRT13),"ID, microcephaly"
TRAPPC9,Support,20004765,Autosomal recessive mental retardation 13 (MRT13),ID
TRAPPC9,Support,22549410,Autosomal recessive mental retardation 13 (MRT13),ID
TRAPPC9,Support,22989526,Autosomal recessive mental retardation 13 (MRT13),ID
TRAPPC9,Primary,25363760,ASD,
TRAPPC9,Support,25363768,ASD,
TRAPPC9,Support,25961944,ASD,
TRAPPC9,Recent Recommendation,28831199,ASD,
TRAPPC9,Support,28940097,"ID, microcephaly",
TRAPPC9,Support,29271092,ASD,
TRAPPC9,Support,30842647,Microcephaly,"DD, stereotypies"
TRAPPC9,Support,30853973,"ASD, ID",Microcephaly
TRAPPC9,Support,32877400,Autosomal recessive mental retardation-13 (MRT13),"DD, stereotypy"
TRAPPC9,Support,33921338,"Autosomal recessive mental retardation-13 (MRT13),",
TRAPPC9,Support,34983975,"Autosomal recessive mental retardation 13, DD, ID,",
TRAPPC9,Support,35183220,"DD, ID",
TRAPPC9,Support,35390071,"DD, ID",
TRAPPC9,Support,35982159,ASD,
TRAPPC9,Support,36672789,"DD, ID, epilepsy/seizures",
TRAPPC9,Support,37416774,Autosomal recessive intellectual developmental dis,
TRAPPC9,Support,37506195,ASD,
TRAPPC9,Support,37805537,ASD,"DD, ID"
TRAPPC9,Support,38374498,Epilepsy/seizures,DD
TRAPPC9,Support,38467738,Autosomal recessive intellectual developmental dis,
TRIM23,Primary,25363760,ASD,
TRIM23,Support,25363768,ASD,
TRIM23,Support,28263302,ASD,
TRIM23,Recent recommendation,31981491,ASD,
TRIM23,Support,35051175,ASD,
TRIM23,Support,35205252,ASD,
TRIM23,Support,35982159,ASD,
TRIM23,Support,37506195,ASD,
TRIM32,Support,24381304,ASD,"ADHD, DD, ID, epilepsy, OCD"
TRIM32,Primary,31828304,ASD,
TRIM32,Support,32094338,ASD,
TRIM32,Support,35159260,,
TRIM32,Support,35796533,,
TRIM33,Primary,24189344,ASD,
TRIM33,Support,37393044,ASD,
TRIM8,Support,29346770,ASD,
TRIM8,Support,30244534,Focal segmental glomerulosclerosis and neurodevelo,"ASD, ID, stereotypy"
TRIM8,Support,33508234,Focal segmental glomerulosclerosis and neurodevelo,ASD
TRIM8,Support,35982159,ASD,
TRIM8,Primary,36973392,ASD,
TRIO,Support,22495306,ASD,
TRIO,Support,22495309,ASD,
TRIO,Support,23033978,ID,
TRIO,Support,23934111,Epilepsy,
TRIO,Primary,25363760,ASD,
TRIO,Support,25363768,ASD,
TRIO,Support,25533962,"DD, ID",
TRIO,Recent Recommendation,26235986,,
TRIO,Recent Recommendation,26401017,ASD,
TRIO,Support,26402605,ASD,
TRIO,Recent Recommendation,26721934,"DD, ID","ADHD, autistic behaviors"
TRIO,Recent Recommendation,26749308,ASD,
TRIO,Support,27418539,DD,Microcephaly
TRIO,Support,27479843,ID,
TRIO,Support,27824329,ASD,
TRIO,Support,28191889,ASD,
TRIO,Support,28628100,DD,
TRIO,Support,28771251,"DD, microcephaly",
TRIO,Recent Recommendation,28928363,,
TRIO,Recent Recommendation,28973398,,
TRIO,Support,29346770,ASD,
TRIO,Support,30564305,ASD,
TRIO,Support,30842647,Microcephaly,"ADHD, learning disabilities"
TRIO,Support,31209962,"ID, ASD or autistic traits",
TRIO,Support,31673123,TS,
TRIO,Recent recommendation,32109419,"DD, ID","Autistic features, stereotypy"
TRIO,Support,33004838,"ASD, DD",
TRIO,Support,33619735,DD,
TRIO,Support,33753861,DD/ID,
TRIO,Support,34013494,DD,"Epilepsy/seizures, stereotypy"
TRIO,Support,34615535,ASD,
TRIO,Support,34914033,,
TRIO,Support,35174982,"ADHD, ID",
TRIO,Support,35205252,ASD,
TRIO,Support,35322241,ID,
TRIO,Recent Recommendation,35396579,Schizophrenia,
TRIO,Support,35741772,ASD,
TRIO,Support,35963430,"DD, ID","ASD or autistic features, stereotypy, epilepsy/sei"
TRIO,Support,35982159,ASD,
TRIO,Recent Recommendation,36717740,"DD, ID","ASD, ADHD, epilepsy/seizures"
TRIO,Support,36987741,DD,"ASD, ADHD, epilepsy/seizures, stereotypy"
TRIO,Support,37506195,ASD,
TRIO,Support,37543562,ASD,"DD, ID"
TRIO,Support,37799141,"ASD, DD, ID",
TRIP12,Primary,22511880,ASD,
TRIP12,Support,22542183,ASD,
TRIP12,Support,23275889,ASD,
TRIP12,Support,24768552,ASD,
TRIP12,Recent Recommendation,25418537,ASD,
TRIP12,Support,25533962,Unknown diagnosis,
TRIP12,Recent Recommendation,26401017,ASD,
TRIP12,Support,26402605,ASD,
TRIP12,Recent Recommendation,27479843,ID,
TRIP12,Support,27824329,ASD,
TRIP12,Recent Recommendation,27848077,"ID, ASD",
TRIP12,Support,28191889,ASD,
TRIP12,Recent Recommendation,28251352,"DD, ID",Autistic behaviors
TRIP12,Support,28714951,ASD,
TRIP12,Support,29346770,ASD,
TRIP12,Support,30564305,ASD,
TRIP12,Support,31398340,ASD,
TRIP12,Recent recommendation,31964993,,
TRIP12,Support,31981491,ASD,
TRIP12,Support,32424948,"Clark-Baraitser syndrome (CLABARS), ASD",Epilepsy/seizures
TRIP12,Support,33004838,"ASD, DD",ID
TRIP12,Support,34580403,"DD, ID",
TRIP12,Support,34968013,ASD,
TRIP12,Support,35205252,ASD,
TRIP12,Support,35294868,ASD,
TRIP12,Support,35741772,ASD,
TRIP12,Support,35813072,"ADHD, DD, ID",Autistic behavior
TRIP12,Support,35887114,"DD, ID",
TRIP12,Support,35982159,ASD,
TRIP12,Support,36275919,"DD, ID",Epilepsy/seizures
TRIP12,Support,36475376,"ADHD, BPD, OCD, ID",
TRIP12,Recent Recommendation,36747006,"DD, ID","ASD or autistic features, ADHD, epilepsy/seizures,"
TRIP12,Support,36980980,"DD, ID","ADHD, autistic features"
TRIP12,Support,37007974,ASD,
TRIP12,Support,37541188,ID,
TRIP12,Support,37543562,ASD,"DD, ID"
TRIP12,Support,37799141,"DD, ID",
TRIP12,Support,38438125,Cognitive impairment,
TRPC4,Positive Association,20574736,Epilepsy/seizures,
TRPC4,Support,25363760,ASD,
TRPC4,Support,35982159,ASD,
TRPC4,Support,38025430,ASD,DD
TRPC4,Primary,38188509,ASD,
TRPC5,Primary,23033978,"ASD, TS, DD, ID",
TRPC5,Support,24817631,"ASD, DD, ID",
TRPC5,Support,25363768,ASD,
TRPC5,Support,26785492,Congenital heart disease,
TRPC5,Support,27479843,ID,
TRPC5,Support,28135719,Developmental disorders,
TRPC5,Recent Recommendation,36323681,"ASD, ID",
TRPC6,Support,21059368,,
TRPC6,Primary,25385366,ASD,
TRPC6,Support,31398340,ASD,
TRPC6,Support,35501408,ASD,
TRPC6,Support,35982159,ASD,
TRPC6,Support,37552395,ASD,
TRPM1,Primary,23375656,ASD,
TRPM1,Support,24126932,SCZ,
TRPM1,Support,25363768,ASD,
TRPM1,Support,31398340,ASD,
TRPM1,Support,37506195,ASD,
TRPM1,Support,37788244,Stereotypy,
TRPM3,Support,25363768,ASD,
TRPM3,Primary,31278393,"DD, ID, epilepsy/seizures",Autistic features
TRPM3,Support,31398340,ASD,
TRPM3,Support,31981491,ASD,
TRPM3,Support,32343227,"DD, ID, epilepsy/seizures",
TRPM3,Support,32427099,"DD, ID, epilepsy/seizures",
TRPM3,Support,32439617,"DD, ID",Stereotypy
TRPM3,Support,34074259,"DD, ID, epilepsy/seizures",
TRPM3,Support,34438093,"DD, epilepsy/seizures","Autistic features, stereotypy"
TRPM3,Support,35146895,DD,"ID, epilepsy/seizures, autistic features, stereoty"
TRPM3,Support,35982159,ASD,
TRPM3,Recent Recommendation,36648066,"DD, ID, epilepsy/seizures","ASD or autistic features, stereotypy"
TRPM3,Support,36980980,"DD, ID, epilepsy/seizures",
TRPM3,Support,37506195,ASD,
TRPM6,Primary,25363768,ASD,
TRPM6,Support,27525107,ASD,
TRPM6,Support,28263302,ASD,
TRPM6,Support,28965761,ASD,
TRPM6,Support,31981491,ASD,
TRPM6,Recent Recommendation,35294868,ASD,
TRRAP,Support,23934111,Epilepsy/seizures,
TRRAP,Primary,25363768,ASD,
TRRAP,Support,28135719,DD,
TRRAP,Support,28263302,ASD,
TRRAP,Support,30424743,"Depression, psychosis",
TRRAP,Recent Recommendation,30559488,,
TRRAP,Support,30564305,ASD,
TRRAP,Recent Recommendation,30827496,"DD, ID",ASD
TRRAP,Support,31771860,OCD,
TRRAP,Support,34968013,ASD,
TRRAP,Support,35982159,ASD,
TRRAP,Recent Recommendation,36792830,,
TRRAP,Support,37506195,ASD,
TRRAP,Support,37543562,ASD,"DD, ID"
TSC1,Highly Cited,12172555,,
TSC1,Recent Recommendation,15362169,,
TSC1,Recent Recommendation,16286931,,
TSC1,Recent Recommendation,17376623,,
TSC1,Recent Recommendation,18067135,,
TSC1,Recent Recommendation,18794346,,
TSC1,Support,21624971,ASD,
TSC1,Support,22558107,Non-syndromic ASD,
TSC1,Negative Association,23514105,ASD,
TSC1,Support,23999528,ASD,
TSC1,Recent Recommendation,24574959,,
TSC1,Support,24690944,"DD, ID, ASD",MCA
TSC1,Recent Recommendation,24714658,,
TSC1,Support,28215400,Focal cortical dysplasia,
TSC1,Support,29286531,"Epilepsy/seizures, ID",
TSC1,Recent Recommendation,30190613,,
TSC1,Support,31031587,ASD,Tuberous sclerosis complex
TSC1,Support,31139143,"ASD, epilepsy/seizures",
TSC1,Recent recommendation,31921404,Tuberous sclerosis-1,
TSC1,Support,34135323,ASD,
TSC1,Support,34145886,Epilepsy/seizures,
TSC1,Support,34615535,ASD,
TSC1,Support,34800434,ASD,Epilepsy/seizures
TSC1,Support,35253369,Epilepsy/seizures,
TSC1,Support,35571021,Epilepsy/seizures,
TSC1,Support,35645731,,
TSC1,Support,35858542,Tuberous sclerosis-1,Epilepsy/seizures
TSC1,Support,35982159,ASD,
TSC1,Support,36732866,"Tuberous sclerosis complex, ASD",
TSC1,Support,37506195,ASD,
TSC1,Support,37543562,ASD,"DD, ID"
TSC1,Support,37799141,"DD, ID, epilepsy/seizures",
TSC1,Support,37880800,Tuberous sclerosis-1,ASD
TSC1,Support,38411613,,
TSC1,Support,38418708,Tuberous sclerosis 1,
TSC1,Highly Cited,9580671,,
TSC1,Primary,9813776,Tuberous sclerosis-1,ASD
TSC2,Highly Cited,12172555,,
TSC2,Positive Association,14627686,ASD,
TSC2,Recent Recommendation,15362169,,
TSC2,Recent Recommendation,16286931,,
TSC2,Recent Recommendation,18568033,,
TSC2,Recent Recommendation,18794346,,
TSC2,Recent Recommendation,20145209,,
TSC2,Support,21624971,ASD,
TSC2,Support,22495309,ASD,
TSC2,Support,22558107,Non-syndromic ASD,
TSC2,Negative Association,23514105,ASD,
TSC2,Support,24066114,ASD,"ID, epilepsy"
TSC2,Recent Recommendation,24714658,,
TSC2,Recent Recommendation,25155956,,
TSC2,Support,25961944,ASD,
TSC2,Recent Recommendation,26401017,ASD,
TSC2,Support,26666243,Epilepsy/seizures,MCAs
TSC2,Support,27216612,Tuberous sclerosis-2,"ASD, DD, epilepsy"
TSC2,Support,27824329,ASD,
TSC2,Support,28191889,ASD,
TSC2,Support,28215400,Focal cortical dysplasia,
TSC2,Recent Recommendation,29271092,ASD,
TSC2,Support,29286531,Epilepsy/seizures,"DD, specific learning disability"
TSC2,Recent Recommendation,29449635,,
TSC2,Recent Recommendation,30190613,,
TSC2,Support,30763456,ASD,
TSC2,Support,31031587,ASD,"Tuberous sclerosis complex, epilepsy/seizures"
TSC2,Support,31398340,ASD,
TSC2,Support,31873310,ASD,
TSC2,Support,32094338,ASD,
TSC2,Support,32382396,"ASD, DD",
TSC2,Support,32477112,ASD,"Epilepsy/seizures, tuberous sclerosis"
TSC2,Support,34145886,"DD, epilepsy/seizures",
TSC2,Support,34417327,Tuberous sclerosis complex,
TSC2,Support,34497307,,
TSC2,Support,34667149,ASD,
TSC2,Support,34800434,ASD,Epilepsy/seizures
TSC2,Support,35050193,ASD,
TSC2,Support,35149865,,
TSC2,Support,35178882,ASD,
TSC2,Support,35253369,Epilepsy/seizures,
TSC2,Support,35294868,ASD,
TSC2,Support,35571021,Epilepsy/seizures,ID
TSC2,Recent Recommendation,35982159,ASD,
TSC2,Support,36380588,ASD,
TSC2,Support,36475376,Anxiety disorder,"BPD, depressive disorder, epilepsy/seizures"
TSC2,Support,36732866,"Tuberous sclerosis complex, ASD",
TSC2,Support,37541188,Tuberous sclerosis,
TSC2,Support,37943464,"DD, epilepsy/seizures",
TSC2,Support,38256219,"ID, epilepsy/seizures",
TSC2,Support,38256266,ASD,ID
TSC2,Support,38296969,Tuberous sclerosis complex,ASD
TSC2,Support,38328757,Epilepsy/seizures,
TSC2,Support,38418708,Tuberous sclerosis 2,
TSC2,Highly Cited,9580671,,
TSC2,Primary,9813776,Tuberous sclerosis-2,ASD
TSHZ1,Support,22152683,Congenital aural atresia,
TSHZ1,Primary,28263302,ASD,
TSHZ1,Support,31981491,ASD,
TSHZ1,Support,35982159,ASD,
TSHZ1,Support,36320054,ASD,
TSHZ1,Recent Recommendation,36368308,ASD,
TSHZ3,Support,27667684,ASD,
TSHZ3,Primary,27668656,"ASD, ID",
TSHZ3,Support,31060802,,
TSHZ3,Support,35292625,ASD,
TSHZ3,Support,35982159,ASD,
TSN,Primary,16495445,ASD,
TSN,Recent Recommendation,16707626,,
TSN,Highly Cited,7663511,,
TSPAN17,Primary,22495309,ASD,
TSPAN17,Support,25961944,ASD,
TSPAN17,Recent Recommendation,28831199,ASD,
TSPAN17,Support,35982159,ASD,
TSPAN4,Primary,25363768,ASD,
TSPAN4,Recent Recommendation,31332282,ASD,
TSPAN4,Recent Recommendation,31398340,ASD,
TSPAN4,Support,31452935,ASD,
TSPAN4,Support,38113761,ASD,
TSPAN7,Highly Cited,10655063,ID,
TSPAN7,Highly Cited,12070254,ID,
TSPAN7,Recent Recommendation,19339915,ASD,
TSPAN7,Primary,20479760,ASD,SCZ
TSPAN7,Support,22796527,"DD, ID","ASD, ADHD"
TSPAN7,Support,24643514,ASD,
TSPAN7,Support,26290131,ID,Microcephaly
TSPAN7,Support,34580403,"ASD, ADHD, DD, ID, epilepsy/seizures",
TSPAN7,Support,36625203,ASD,
TSPOAP1,Highly Cited,10748113,,
TSPOAP1,Primary,19557195,ASD,
TSPOAP1,Recent Recommendation,19751509,,
TSPOAP1,Support,27525107,ASD,
TSPOAP1,Support,35982159,ASD,
TSPOAP1,Support,37506195,ASD,
TSPOAP1,Highly Cited,9915832,,
TTI2,Primary,23956177,ID,
TTI2,Support,31398340,ASD,
TTI2,Support,37506195,ASD,
TTN,Recent Recommendation,20855473,,
TTN,Primary,21572417,ASD,
TTN,Recent Recommendation,21624972,,
TTN,Support,22495309,ASD,
TTN,Support,22542183,ASD,
TTN,Support,23033978,ID,"Epilepsy, ASD"
TTN,Support,25363760,ASD,
TTN,Support,25363768,ASD,
TTN,Support,25533962,Unknown diagnosis,
TTN,Recent Recommendation,26938441,,
TTN,Positive Association,28472652,Tourette syndrome,
TTN,Support,28867142,ASD,
TTN,Recent Recommendation,29263846,Bannayan-Riley-Ruvalcaba syndrome (BRRS),ASD/DD
TTN,Support,29346770,ASD,
TTN,Support,30504930,ASD,
TTN,Support,31398340,ASD,
TTN,Support,31452935,ASD,
TTN,Support,31771860,OCD,
TTN,Support,31838722,ASD,
TTN,Support,32530565,"ASD, epilepsy/seizures","DD, ID"
TTN,Support,35190550,ASD,"ADHD, DD, ID"
TTN,Support,35205252,ASD,
TTN,Support,35901164,ASD,
TTN,Support,35982159,ASD,
TTN,Support,37393044,ASD,
TTN,Support,37492102,ASD,
TTN,Support,37506195,ASD,
TTN,Support,37799141,"DD, ID",Autistic features
TTN,Support,38177409,DD,
TTN,Support,38256266,ASD,ID
TTN,Highly Cited,9148804,,
TTN,Highly Cited,9148805,,
TTN,Highly Cited,9153398,,
TUBGCP5,Support,20029941,ASD,
TUBGCP5,Primary,22346768,ASD,ID
TUBGCP5,Support,22495306,ASD,
TUBGCP5,Support,28392909,Childhood disintegrative disorder,
TUBGCP5,Support,35205252,ASD,
TUBGCP5,Support,35982159,ASD,
TYR,Primary,21093492,,
TYR,Support,23275889,ASD,
TYR,Support,25533962,ASD,
U2AF2,Support,28135719,DD,
U2AF2,Support,33004838,"ASD, DD",
U2AF2,Support,34112922,"Developmental delay, dysmorphic facies, and brain ",
U2AF2,Support,36368308,ASD,
U2AF2,Support,36747105,"Developmental delay, dysmorphic facies, and brain ",
U2AF2,Support,37134193,"Developmental delay, dysmorphic facies, and brain ",
U2AF2,Primary,37962958,"DD, ID","Autism or autistic features, ADHD/ADD, epilepsy/se"
UBA6,Primary,23499007,,
UBA6,Support,25523030,,
UBA6,Support,31674007,ASD,Macrocephaly
UBA6,Support,32345733,Childhood apraxia of speech,DD
UBA6,Support,35982159,ASD,
UBAP2L,Primary,25363768,ASD,
UBAP2L,Support,27479843,"DD, ID",
